ISOTime,FLOW,SAL,TEMP,TRACER_1,AGE,SS1,OXY,DIC,PH,CH4,SIL,AMM,NIT,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,GRN,GRN_IN,GRN_IP,DIA,DIA_IN,DIA_IP,CRY,CRY_IN,CRY_IP,ZOO
06/04/2013 00:00:00,1.67,0,28.38,0,0,0,169.75,1600,6.86,0.001,0.02,0.71,0.27,0.23,0.02,85.81,21.45,10.73,2.68,0.33,0.08,9.31,1.41,0.09,4.66,0.7,0.04,11.64,1.76,0.11,0
07/04/2013 00:00:00,1.46,0,28.38,0,0,0,172.29,1600,6.86,0.001,0.02,0.75,0.26,0.26,0.03,85.98,21.49,10.75,2.69,0.3,0.08,9.41,1.42,0.09,4.71,0.71,0.04,11.77,1.78,0.11,0
08/04/2013 00:00:00,1.29,0,28.39,0,0,0,174.82,1600,6.85,0.001,0.02,0.79,0.24,0.3,0.03,86.14,21.53,10.77,2.69,0.28,0.07,9.51,1.44,0.09,4.76,0.72,0.04,11.89,1.8,0.11,0
09/04/2013 00:00:00,1.14,0,28.4,0,0,0,177.35,1600,6.85,0.001,0.02,0.82,0.23,0.33,0.03,86.3,21.58,10.79,2.7,0.25,0.06,9.62,1.45,0.09,4.81,0.73,0.05,12.02,1.81,0.11,0
10/04/2013 00:00:00,1.02,0,28.41,0,0,0,179.89,1600,6.84,0.001,0.02,0.86,0.22,0.37,0.04,86.47,21.62,10.81,2.7,0.22,0.06,9.72,1.47,0.09,4.86,0.73,0.05,12.15,1.83,0.11,0
11/04/2013 00:00:00,0.9,0,28.42,0,0,0,182.42,1600,6.84,0.001,0.02,0.89,0.21,0.4,0.04,86.63,21.66,10.83,2.71,0.19,0.05,9.82,1.48,0.09,4.91,0.74,0.05,12.28,1.85,0.12,0
12/04/2013 00:00:00,0.81,0,28.43,0,0,0,184.96,1600,6.83,0.001,0.02,0.93,0.2,0.44,0.04,86.79,21.7,10.85,2.71,0.17,0.04,9.92,1.5,0.09,4.96,0.75,0.05,12.4,1.87,0.12,0
13/04/2013 00:00:00,0.73,0,28.43,0,0,0,187.49,1600,6.83,0.001,0.02,0.96,0.19,0.47,0.05,86.96,21.74,10.87,2.72,0.14,0.03,10.02,1.51,0.09,5.01,0.76,0.05,12.53,1.89,0.12,0
14/04/2013 00:00:00,0.67,0,28.44,0,0,0,190.02,1600,6.82,0.001,0.02,1,0.18,0.51,0.05,87.12,21.78,10.89,2.72,0.11,0.03,10.13,1.53,0.1,5.06,0.76,0.05,12.66,1.91,0.12,0
15/04/2013 00:00:00,0.62,0,28.45,0,0,0,192.56,1600,6.82,0.001,0.02,1.04,0.17,0.54,0.05,87.28,21.82,10.91,2.73,0.08,0.02,10.23,1.54,0.1,5.11,0.77,0.05,12.78,1.93,0.12,0
16/04/2013 00:00:00,0.57,0,28.46,0,0,0,195.09,1600,6.81,0.001,0.02,1.07,0.16,0.58,0.06,87.44,21.86,10.93,2.73,0.06,0.01,10.33,1.56,0.1,5.16,0.78,0.05,12.91,1.95,0.12,0
17/04/2013 00:00:00,0.53,0,28.47,0,0,0,197.62,1600,6.81,0.001,0.02,1.11,0.15,0.61,0.06,87.61,21.9,10.95,2.74,0.03,0.01,10.43,1.57,0.1,5.22,0.79,0.05,13.04,1.97,0.12,0
18/04/2013 00:00:00,0.49,0,28.48,0,0,0,200.16,1600,6.8,0.001,0.02,1.14,0.14,0.65,0.06,87.77,21.94,10.97,2.74,0,0,10.53,1.59,0.1,5.27,0.79,0.05,13.17,1.99,0.12,0
19/04/2013 00:00:00,0.46,0,28.48,0,0,0,202.69,1600,6.8,0.001,0.02,1.17,0.14,0.61,0.06,93.16,23.29,11.64,2.91,0.07,0.02,10.64,1.61,0.1,5.32,0.8,0.05,13.29,2.01,0.13,0
20/04/2013 00:00:00,0.43,0,28.49,0,0,0,205.22,1600,6.8,0.001,0.02,1.19,0.14,0.57,0.06,98.55,24.64,12.32,3.08,0.14,0.03,10.74,1.62,0.1,5.37,0.81,0.05,13.42,2.03,0.13,0
21/04/2013 00:00:00,0.42,0,28.5,0,0,0,207.76,1600,6.79,0.001,0.02,1.22,0.14,0.53,0.05,103.93,25.98,12.99,3.25,0.2,0.05,10.84,1.64,0.1,5.42,0.82,0.05,13.55,2.05,0.13,0
22/04/2013 00:00:00,0.4,0,28.51,0,0,0,210.29,1600,6.79,0.001,0.02,1.24,0.14,0.5,0.05,109.32,27.33,13.67,3.42,0.27,0.07,10.94,1.65,0.1,5.47,0.83,0.05,13.68,2.06,0.13,0
23/04/2013 00:00:00,0.38,0,28.52,0,0,0,212.82,1600,6.78,0.001,0.02,1.27,0.14,0.46,0.05,114.71,28.68,14.34,3.58,0.34,0.09,11.04,1.67,0.1,5.52,0.83,0.05,13.8,2.08,0.13,0
24/04/2013 00:00:00,0.36,0,28.52,0,0,0,215.36,1600,6.78,0.001,0.02,1.3,0.14,0.42,0.04,120.1,30.02,15.01,3.75,0.41,0.1,11.14,1.68,0.11,5.57,0.84,0.05,13.93,2.1,0.13,0
25/04/2013 00:00:00,0.34,0,28.53,0,0,0,217.89,1600,6.77,0.001,0.02,1.32,0.14,0.39,0.04,125.49,31.37,15.69,3.92,0.48,0.12,11.25,1.7,0.11,5.62,0.85,0.05,14.06,2.12,0.13,0
26/04/2013 00:00:00,0.33,0,28.54,0,0,0,220.42,1600,6.77,0.001,0.02,1.35,0.14,0.35,0.04,130.87,32.72,16.36,4.09,0.55,0.14,11.35,1.71,0.11,5.67,0.86,0.05,14.19,2.14,0.13,0
27/04/2013 00:00:00,0.32,0,28.55,0,0,0,222.96,1600,6.76,0.001,0.02,1.37,0.14,0.31,0.03,136.26,34.07,17.03,4.26,0.61,0.15,11.45,1.73,0.11,5.73,0.86,0.05,14.31,2.16,0.14,0
28/04/2013 00:00:00,0.32,0,28.56,0,0,0,225.49,1600,6.76,0.001,0.02,1.4,0.14,0.28,0.03,141.65,35.41,17.71,4.43,0.68,0.17,11.55,1.74,0.11,5.78,0.87,0.05,14.44,2.18,0.14,0
29/04/2013 00:00:00,0.31,0,28.57,0,0,0,228.02,1600,6.75,0.001,0.02,1.42,0.14,0.24,0.02,147.04,36.76,18.38,4.59,0.75,0.19,11.65,1.76,0.11,5.83,0.88,0.05,14.57,2.2,0.14,0
30/04/2013 00:00:00,0.3,0,28.57,0,0,0,230.56,1600,6.75,0.001,0.02,1.45,0.14,0.2,0.02,152.42,38.11,19.05,4.76,0.82,0.2,11.76,1.77,0.11,5.88,0.89,0.06,14.7,2.22,0.14,0
01/05/2013 00:00:00,0.3,0,28.58,0,0,0,233.09,1600,6.74,0.001,0.02,1.47,0.14,0.17,0.02,157.81,39.45,19.73,4.93,0.89,0.22,11.86,1.79,0.11,5.93,0.89,0.06,14.82,2.24,0.14,0
02/05/2013 00:00:00,0.29,0,28.59,0,0,0,235.63,1600,6.74,0.001,0.02,1.5,0.14,0.13,0.01,163.2,40.8,20.4,5.1,0.95,0.24,11.96,1.81,0.11,5.98,0.9,0.06,14.95,2.26,0.14,0
03/05/2013 00:00:00,0.28,0,28.55,0,0,0,232.73,1600,6.74,0.001,0.02,1.55,0.14,0.13,0.01,157.93,39.48,19.74,4.94,0.93,0.23,11.78,1.78,0.11,5.89,0.89,0.06,14.72,2.22,0.14,0
04/05/2013 00:00:00,0.28,0,28.51,0,0,0,229.84,1600,6.75,0.001,0.02,1.61,0.14,0.13,0.01,152.65,38.16,19.08,4.77,0.9,0.22,11.59,1.75,0.11,5.8,0.87,0.05,14.49,2.19,0.14,0
05/05/2013 00:00:00,0.27,0,28.47,0,0,0,226.95,1600,6.75,0.001,0.02,1.66,0.14,0.14,0.01,147.38,36.84,18.42,4.61,0.87,0.22,11.41,1.72,0.11,5.7,0.86,0.05,14.26,2.15,0.13,0
06/05/2013 00:00:00,0.27,0,28.43,0,0,0,224.06,1600,6.75,0.001,0.02,1.72,0.14,0.14,0.01,142.1,35.53,17.76,4.44,0.84,0.21,11.23,1.69,0.11,5.61,0.85,0.05,14.03,2.12,0.13,0
07/05/2013 00:00:00,0.27,0,28.39,0,0,0,221.17,1600,6.76,0.001,0.02,1.77,0.14,0.14,0.01,136.83,34.21,17.1,4.28,0.82,0.2,11.04,1.67,0.1,5.52,0.83,0.05,13.8,2.08,0.13,0
08/05/2013 00:00:00,0.26,0,28.35,0,0,0,218.28,1600,6.76,0.001,0.02,1.83,0.14,0.14,0.01,131.55,32.89,16.44,4.11,0.79,0.2,10.86,1.64,0.1,5.43,0.82,0.05,13.57,2.05,0.13,0
09/05/2013 00:00:00,0.26,0,28.31,0,0,0,215.39,1600,6.76,0.001,0.02,1.88,0.14,0.15,0.01,126.28,31.57,15.78,3.95,0.76,0.19,10.67,1.61,0.1,5.34,0.81,0.05,13.34,2.01,0.13,0
10/05/2013 00:00:00,0.26,0,28.27,0,0,0,212.5,1600,6.77,0.001,0.02,1.94,0.14,0.15,0.01,121,30.25,15.13,3.78,0.73,0.18,10.49,1.58,0.1,5.25,0.79,0.05,13.11,1.98,0.12,0
11/05/2013 00:00:00,0.25,0,28.23,0,0,0,209.61,1600,6.77,0.001,0.02,1.99,0.14,0.15,0.02,115.73,28.93,14.47,3.62,0.7,0.18,10.31,1.56,0.1,5.15,0.78,0.05,12.88,1.94,0.12,0
12/05/2013 00:00:00,0.25,0,28.19,0,0,0,206.72,1600,6.78,0.001,0.02,2.05,0.14,0.15,0.02,110.45,27.61,13.81,3.45,0.68,0.17,10.12,1.53,0.1,5.06,0.76,0.05,12.66,1.91,0.12,0
13/05/2013 00:00:00,0.25,0,28.15,0,0,0,203.83,1600,6.78,0.001,0.02,2.1,0.14,0.16,0.02,105.18,26.29,13.15,3.29,0.65,0.16,9.94,1.5,0.09,4.97,0.75,0.05,12.43,1.88,0.12,0
14/05/2013 00:00:00,0.24,0,28.11,0,0,0,200.94,1600,6.78,0.001,0.02,2.16,0.14,0.16,0.02,99.9,24.98,12.49,3.12,0.62,0.16,9.76,1.47,0.09,4.88,0.74,0.05,12.2,1.84,0.12,0
15/05/2013 00:00:00,0.25,0,28.07,0,0,0,198.05,1600,6.79,0.001,0.02,2.21,0.14,0.16,0.02,94.63,23.66,11.83,2.96,0.59,0.15,9.57,1.45,0.09,4.79,0.72,0.05,11.97,1.81,0.11,0
16/05/2013 00:00:00,0.25,0,28.03,0,0,0,195.16,1600,6.79,0.001,0.02,2.12,0.14,0.18,0.02,93.38,23.34,11.67,2.92,0.58,0.15,9.62,1.45,0.09,4.81,0.73,0.05,12.03,1.82,0.11,0
17/05/2013 00:00:00,0.25,0,27.99,0,0,0,192.27,1600,6.79,0.001,0.02,2.03,0.14,0.19,0.02,92.13,23.03,11.52,2.88,0.57,0.14,9.68,1.46,0.09,4.84,0.73,0.05,12.1,1.83,0.11,0
18/05/2013 00:00:00,0.24,0,27.95,0,0,0,189.38,1600,6.8,0.001,0.02,1.94,0.14,0.21,0.02,90.88,22.72,11.36,2.84,0.56,0.14,9.73,1.47,0.09,4.86,0.73,0.05,12.16,1.84,0.11,0
19/05/2013 00:00:00,0.24,0,27.91,0,0,0,186.48,1600,6.8,0.001,0.02,1.85,0.14,0.22,0.02,89.63,22.41,11.2,2.8,0.55,0.14,9.78,1.48,0.09,4.89,0.74,0.05,12.22,1.85,0.12,0
20/05/2013 00:00:00,0.24,0,27.87,0,0,0,183.59,1600,6.8,0.001,0.02,1.76,0.14,0.24,0.02,88.38,22.1,11.05,2.76,0.54,0.14,9.83,1.48,0.09,4.92,0.74,0.05,12.29,1.85,0.12,0
21/05/2013 00:00:00,0.23,0,27.83,0,0,0,180.7,1600,6.81,0.001,0.02,1.67,0.14,0.25,0.03,87.13,21.78,10.89,2.72,0.53,0.13,9.88,1.49,0.09,4.94,0.75,0.05,12.35,1.86,0.12,0
22/05/2013 00:00:00,0.23,0,27.79,0,0,0,177.81,1600,6.81,0.001,0.02,1.58,0.14,0.27,0.03,85.88,21.47,10.74,2.68,0.52,0.13,9.93,1.5,0.09,4.97,0.75,0.05,12.42,1.87,0.12,0
23/05/2013 00:00:00,0.23,0,27.75,0,0,0,174.92,1600,6.81,0.001,0.02,1.49,0.14,0.28,0.03,84.63,21.16,10.58,2.64,0.51,0.13,9.99,1.51,0.09,4.99,0.75,0.05,12.48,1.88,0.12,0
24/05/2013 00:00:00,0.23,0,27.71,0,0,0,172.03,1600,6.82,0.001,0.02,1.4,0.14,0.3,0.03,83.38,20.85,10.42,2.61,0.5,0.13,10.04,1.51,0.09,5.02,0.76,0.05,12.55,1.89,0.12,0
25/05/2013 00:00:00,0.22,0,27.67,0,0,0,169.14,1600,6.82,0.001,0.02,1.31,0.14,0.31,0.03,82.13,20.53,10.27,2.57,0.49,0.12,10.09,1.52,0.1,5.04,0.76,0.05,12.61,1.9,0.12,0
26/05/2013 00:00:00,0.22,0,27.63,0,0,0,166.25,1600,6.83,0.001,0.02,1.22,0.14,0.33,0.03,80.88,20.22,10.11,2.53,0.48,0.12,10.14,1.53,0.1,5.07,0.77,0.05,12.67,1.91,0.12,0
27/05/2013 00:00:00,0.23,0,27.59,0,0,0,163.36,1600,6.83,0.001,0.02,1.13,0.14,0.34,0.03,79.63,19.91,9.95,2.49,0.47,0.12,10.19,1.54,0.1,5.1,0.77,0.05,12.74,1.92,0.12,0
28/05/2013 00:00:00,0.22,0,27.55,0,0,0,160.47,1600,6.83,0.001,0.02,1.04,0.14,0.36,0.04,78.38,19.6,9.8,2.45,0.46,0.11,10.24,1.55,0.1,5.12,0.77,0.05,12.8,1.93,0.12,0
29/05/2013 00:00:00,0.23,0,27.51,0,0,0,157.58,1600,6.84,0.001,0.02,0.95,0.14,0.37,0.04,77.14,19.28,9.64,2.41,0.45,0.11,10.29,1.55,0.1,5.15,0.78,0.05,12.87,1.94,0.12,0
30/05/2013 00:00:00,0.21,0,27.47,0,0,0,154.69,1600,6.84,0.001,0.02,0.86,0.14,0.39,0.04,75.89,18.97,9.49,2.37,0.44,0.11,10.35,1.56,0.1,5.17,0.78,0.05,12.93,1.95,0.12,0
31/05/2013 00:00:00,0.21,0,27.46,0,0,0,158.3,1600,6.84,0.001,0.02,0.82,0.14,0.38,0.04,77.75,19.44,9.72,2.43,0.42,0.1,10.4,1.57,0.1,5.2,0.78,0.05,13,1.96,0.12,0
01/06/2013 00:00:00,0.21,0,27.46,0,0,0,161.92,1600,6.83,0.001,0.02,0.79,0.14,0.37,0.04,79.61,19.9,9.95,2.49,0.39,0.1,10.45,1.58,0.1,5.22,0.79,0.05,13.06,1.97,0.12,0
02/06/2013 00:00:00,0.2,0,27.45,0,0,0,165.54,1600,6.83,0.001,0.02,0.75,0.14,0.37,0.04,81.47,20.37,10.18,2.55,0.37,0.09,10.5,1.58,0.1,5.25,0.79,0.05,13.13,1.98,0.12,0
03/06/2013 00:00:00,0.2,0,27.44,0,0,0,169.15,1600,6.83,0.001,0.02,0.71,0.14,0.36,0.04,83.33,20.83,10.42,2.6,0.35,0.09,10.55,1.59,0.1,5.28,0.8,0.05,13.19,1.99,0.12,0
04/06/2013 00:00:00,0.2,0,27.43,0,0,0,172.77,1600,6.83,0.001,0.02,0.68,0.14,0.35,0.04,85.19,21.3,10.65,2.66,0.33,0.08,10.6,1.6,0.1,5.3,0.8,0.05,13.25,2,0.13,0
05/06/2013 00:00:00,0.2,0,27.43,0,0,0,176.38,1600,6.82,0.001,0.02,0.64,0.14,0.35,0.03,87.05,21.76,10.88,2.72,0.31,0.08,10.65,1.61,0.1,5.33,0.8,0.05,13.32,2.01,0.13,0
06/06/2013 00:00:00,0.2,0,27.42,0,0,0,180,1600,6.82,0.001,0.02,0.61,0.14,0.34,0.03,88.91,22.23,11.11,2.78,0.28,0.07,10.71,1.62,0.1,5.35,0.81,0.05,13.38,2.02,0.13,0
07/06/2013 00:00:00,0.19,0,27.41,0,0,0,183.62,1600,6.82,0.001,0.02,0.57,0.14,0.33,0.03,90.78,22.69,11.35,2.84,0.26,0.07,10.76,1.62,0.1,5.38,0.81,0.05,13.45,2.03,0.13,0
08/06/2013 00:00:00,0.19,0,27.41,0,0,0,187.23,1600,6.81,0.001,0.02,0.54,0.14,0.32,0.03,92.64,23.16,11.58,2.89,0.24,0.06,10.81,1.63,0.1,5.4,0.82,0.05,13.51,2.04,0.13,0
09/06/2013 00:00:00,0.19,0,27.4,0,0,0,190.85,1600,6.81,0.001,0.02,0.5,0.14,0.32,0.03,94.5,23.62,11.81,2.95,0.22,0.05,10.86,1.64,0.1,5.43,0.82,0.05,13.58,2.05,0.13,0
10/06/2013 00:00:00,0.19,0,27.39,0,0,0,194.46,1600,6.81,0.001,0.02,0.46,0.14,0.31,0.03,96.36,24.09,12.04,3.01,0.2,0.05,10.91,1.65,0.1,5.46,0.82,0.05,13.64,2.06,0.13,0
11/06/2013 00:00:00,0.19,0,27.38,0,0,0,198.08,1600,6.81,0.001,0.02,0.43,0.14,0.3,0.03,98.22,24.56,12.28,3.07,0.17,0.04,10.96,1.65,0.1,5.48,0.83,0.05,13.7,2.07,0.13,0
12/06/2013 00:00:00,0.19,0,27.38,0,0,0,201.7,1600,6.8,0.001,0.02,0.39,0.14,0.3,0.03,100.08,25.02,12.51,3.13,0.15,0.04,11.02,1.66,0.1,5.51,0.83,0.05,13.77,2.08,0.13,0
13/06/2013 00:00:00,0.18,0,27.37,0,0,0,205.31,1600,6.8,0.001,0.02,0.36,0.14,0.29,0.03,101.94,25.49,12.74,3.19,0.13,0.03,11.07,1.67,0.1,5.53,0.84,0.05,13.83,2.09,0.13,0
14/06/2013 00:00:00,0.18,0,27.23,0,0,0,204.46,1600,6.8,0.001,0.02,0.36,0.14,0.27,0.03,102.6,25.65,12.82,3.21,0.13,0.03,10.94,1.65,0.1,5.47,0.83,0.05,13.68,2.06,0.13,0
15/06/2013 00:00:00,0.17,0,27.09,0,0,0,203.62,1600,6.81,0.001,0.02,0.36,0.14,0.25,0.03,103.25,25.81,12.91,3.23,0.13,0.03,10.82,1.63,0.1,5.41,0.82,0.05,13.52,2.04,0.13,0
16/06/2013 00:00:00,0.17,0,26.95,0,0,0,202.77,1600,6.81,0.001,0.02,0.36,0.14,0.24,0.02,103.9,25.98,12.99,3.25,0.12,0.03,10.69,1.61,0.1,5.34,0.81,0.05,13.36,2.02,0.13,0
17/06/2013 00:00:00,0.17,0,26.81,0,0,0,201.92,1600,6.82,0.001,0.02,0.36,0.14,0.22,0.02,104.56,26.14,13.07,3.27,0.12,0.03,10.56,1.59,0.1,5.28,0.8,0.05,13.2,1.99,0.12,0
18/06/2013 00:00:00,0.17,0,26.67,0,0,0,201.07,1600,6.82,0.001,0.02,0.36,0.14,0.2,0.02,105.21,26.3,13.15,3.29,0.12,0.03,10.44,1.58,0.1,5.22,0.79,0.05,13.05,1.97,0.12,0
19/06/2013 00:00:00,0.18,0,26.53,0,0,0,200.22,1600,6.83,0.001,0.02,0.36,0.14,0.18,0.02,105.86,26.47,13.23,3.31,0.12,0.03,10.31,1.56,0.1,5.16,0.78,0.05,12.89,1.95,0.12,0
20/06/2013 00:00:00,0.18,0,26.38,0,0,0,199.38,1600,6.83,0.001,0.02,0.36,0.14,0.16,0.02,106.51,26.63,13.31,3.33,0.12,0.03,10.19,1.54,0.1,5.09,0.77,0.05,12.73,1.92,0.12,0
21/06/2013 00:00:00,0.17,0,26.24,0,0,0,198.53,1600,6.83,0.001,0.02,0.36,0.14,0.14,0.01,107.17,26.79,13.4,3.35,0.11,0.03,10.06,1.52,0.09,5.03,0.76,0.05,12.58,1.9,0.12,0
22/06/2013 00:00:00,0.17,0,26.1,0,0,0,197.68,1600,6.84,0.001,0.02,0.36,0.14,0.12,0.01,107.82,26.96,13.48,3.37,0.11,0.03,9.94,1.5,0.09,4.97,0.75,0.05,12.42,1.87,0.12,0
23/06/2013 00:00:00,0.16,0,25.96,0,0,0,196.83,1600,6.84,0.001,0.02,0.36,0.14,0.11,0.01,108.47,27.12,13.56,3.39,0.11,0.03,9.81,1.48,0.09,4.9,0.74,0.05,12.26,1.85,0.12,0
24/06/2013 00:00:00,0.16,0,25.82,0,0,0,195.98,1600,6.85,0.001,0.02,0.36,0.14,0.09,0.01,109.13,27.28,13.64,3.41,0.11,0.03,9.68,1.46,0.09,4.84,0.73,0.05,12.1,1.83,0.11,0
25/06/2013 00:00:00,0.16,0,25.68,0,0,0,195.13,1600,6.85,0.001,0.02,0.36,0.14,0.07,0.01,109.78,27.44,13.72,3.43,0.11,0.03,9.56,1.44,0.09,4.78,0.72,0.05,11.95,1.8,0.11,0
26/06/2013 00:00:00,0.17,0,25.54,0,0,0,194.29,1600,6.86,0.001,0.02,0.36,0.14,0.05,0.01,110.43,27.61,13.8,3.45,0.11,0.03,9.43,1.42,0.09,4.72,0.71,0.04,11.79,1.78,0.11,0
27/06/2013 00:00:00,0.17,0,25.4,0,0,0,193.44,1600,6.86,0.001,0.02,0.36,0.14,0.03,0,111.09,27.77,13.89,3.47,0.1,0.03,9.31,1.4,0.09,4.65,0.7,0.04,11.63,1.76,0.11,0
28/06/2013 00:00:00,0.16,0,25.32,0,0,0,196.52,1600,6.87,0.001,0.02,0.36,0.14,0.05,0.01,110.43,27.61,13.8,3.45,0.11,0.03,9.37,1.41,0.09,4.69,0.71,0.04,11.71,1.77,0.11,0
29/06/2013 00:00:00,0.16,0,25.24,0,0,0,199.6,1600,6.87,0.001,0.02,0.36,0.14,0.07,0.01,109.78,27.44,13.72,3.43,0.11,0.03,9.44,1.42,0.09,4.72,0.71,0.04,11.8,1.78,0.11,0
30/06/2013 00:00:00,0.15,0,25.16,0,0,0,202.68,1600,6.88,0.001,0.02,0.36,0.14,0.09,0.01,109.13,27.28,13.64,3.41,0.12,0.03,9.5,1.43,0.09,4.75,0.72,0.04,11.88,1.79,0.11,0
01/07/2013 00:00:00,0.15,0,25.08,0,0,0,205.76,1600,6.89,0.001,0.02,0.36,0.14,0.12,0.01,108.47,27.12,13.56,3.39,0.13,0.03,9.57,1.44,0.09,4.78,0.72,0.05,11.96,1.8,0.11,0
02/07/2013 00:00:00,0.15,0,25,0,0,0,208.84,1600,6.89,0.001,0.02,0.36,0.14,0.14,0.01,107.82,26.96,13.48,3.37,0.13,0.03,9.63,1.45,0.09,4.82,0.73,0.05,12.04,1.82,0.11,0
03/07/2013 00:00:00,0.15,0,24.92,0,0,0,211.92,1600,6.9,0.001,0.02,0.36,0.14,0.16,0.02,107.17,26.79,13.4,3.35,0.14,0.03,9.7,1.46,0.09,4.85,0.73,0.05,12.12,1.83,0.11,0
04/07/2013 00:00:00,0.15,0,24.84,0,0,0,215,1600,6.91,0.001,0.02,0.36,0.14,0.18,0.02,106.51,26.63,13.31,3.33,0.14,0.04,9.76,1.47,0.09,4.88,0.74,0.05,12.2,1.84,0.12,0
05/07/2013 00:00:00,0.15,0,24.77,0,0,0,218.08,1600,6.91,0.001,0.02,0.36,0.14,0.2,0.02,105.86,26.47,13.23,3.31,0.15,0.04,9.82,1.48,0.09,4.91,0.74,0.05,12.28,1.85,0.12,0
06/07/2013 00:00:00,0.15,0,24.69,0,0,0,221.16,1600,6.92,0.001,0.02,0.36,0.14,0.22,0.02,105.21,26.3,13.15,3.29,0.15,0.04,9.89,1.49,0.09,4.94,0.75,0.05,12.36,1.87,0.12,0
07/07/2013 00:00:00,0.14,0,24.61,0,0,0,224.24,1600,6.92,0.001,0.02,0.36,0.14,0.24,0.02,104.56,26.14,13.07,3.27,0.16,0.04,9.95,1.5,0.09,4.98,0.75,0.05,12.44,1.88,0.12,0
08/07/2013 00:00:00,0.14,0,24.53,0,0,0,227.32,1600,6.93,0.001,0.02,0.36,0.14,0.26,0.03,103.9,25.98,12.99,3.25,0.16,0.04,10.02,1.51,0.09,5.01,0.76,0.05,12.52,1.89,0.12,0
09/07/2013 00:00:00,0.14,0,24.45,0,0,0,230.4,1600,6.94,0.001,0.02,0.36,0.14,0.28,0.03,103.25,25.81,12.91,3.23,0.17,0.04,10.08,1.52,0.1,5.04,0.76,0.05,12.6,1.9,0.12,0
10/07/2013 00:00:00,0.14,0,24.37,0,0,0,233.48,1600,6.94,0.001,0.02,0.36,0.14,0.3,0.03,102.6,25.65,12.82,3.21,0.18,0.04,10.15,1.53,0.1,5.07,0.77,0.05,12.69,1.91,0.12,0
11/07/2013 00:00:00,0.13,0,24.29,0,0,0,236.56,1600,6.95,0.001,0.02,0.36,0.14,0.32,0.03,101.94,25.49,12.74,3.19,0.18,0.05,10.21,1.54,0.1,5.11,0.77,0.05,12.77,1.93,0.12,0
12/07/2013 00:00:00,0.14,0,24.29,0,0,0,233.41,1600,6.92,0.001,0.02,0.36,0.14,0.32,0.03,103.35,25.84,12.92,3.23,0.18,0.05,10.18,1.54,0.1,5.09,0.77,0.05,12.73,1.92,0.12,0
13/07/2013 00:00:00,0.14,0,24.29,0,0,0,230.26,1600,6.9,0.001,0.02,0.36,0.14,0.32,0.03,104.76,26.19,13.09,3.27,0.18,0.05,10.15,1.53,0.1,5.07,0.77,0.05,12.68,1.91,0.12,0
14/07/2013 00:00:00,0.13,0,24.29,0,0,0,227.12,1600,6.87,0.001,0.02,0.36,0.14,0.32,0.03,106.16,26.54,13.27,3.32,0.19,0.05,10.11,1.53,0.1,5.06,0.76,0.05,12.64,1.91,0.12,0
15/07/2013 00:00:00,0.13,0,24.29,0,0,0,223.97,1600,6.85,0.001,0.02,0.36,0.14,0.32,0.03,107.57,26.89,13.45,3.36,0.19,0.05,10.08,1.52,0.1,5.04,0.76,0.05,12.6,1.9,0.12,0
16/07/2013 00:00:00,0.13,0,24.29,0,0,0,220.82,1600,6.82,0.001,0.02,0.36,0.14,0.32,0.03,108.98,27.24,13.62,3.41,0.19,0.05,10.05,1.52,0.09,5.02,0.76,0.05,12.56,1.9,0.12,0
17/07/2013 00:00:00,0.13,0,24.29,0,0,0,217.67,1600,6.8,0.001,0.02,0.36,0.14,0.32,0.03,110.38,27.6,13.8,3.45,0.19,0.05,10.02,1.51,0.09,5.01,0.76,0.05,12.52,1.89,0.12,0
18/07/2013 00:00:00,0.13,0,24.29,0,0,0,214.52,1600,6.77,0.001,0.02,0.36,0.14,0.32,0.03,111.79,27.95,13.97,3.49,0.19,0.05,9.98,1.51,0.09,4.99,0.75,0.05,12.48,1.88,0.12,0
19/07/2013 00:00:00,0.13,0,24.29,0,0,0,211.37,1600,6.75,0.001,0.02,0.36,0.14,0.32,0.03,113.2,28.3,14.15,3.54,0.2,0.05,9.95,1.5,0.09,4.98,0.75,0.05,12.44,1.88,0.12,0
20/07/2013 00:00:00,0.13,0,24.29,0,0,0,208.22,1600,6.72,0.001,0.02,0.36,0.14,0.32,0.03,114.6,28.65,14.33,3.58,0.2,0.05,9.92,1.5,0.09,4.96,0.75,0.05,12.4,1.87,0.12,0
21/07/2013 00:00:00,0.13,0,24.29,0,0,0,205.07,1600,6.7,0.001,0.02,0.36,0.14,0.32,0.03,116.01,29,14.5,3.63,0.2,0.05,9.88,1.49,0.09,4.94,0.75,0.05,12.36,1.87,0.12,0
22/07/2013 00:00:00,0.12,0,24.29,0,0,0,201.92,1600,6.67,0.001,0.02,0.36,0.14,0.32,0.03,117.42,29.35,14.68,3.67,0.2,0.05,9.85,1.49,0.09,4.93,0.74,0.05,12.31,1.86,0.12,0
23/07/2013 00:00:00,0.11,0,24.29,0,0,0,198.77,1600,6.65,0.001,0.02,0.36,0.14,0.32,0.03,118.82,29.71,14.85,3.71,0.2,0.05,9.82,1.48,0.09,4.91,0.74,0.05,12.27,1.85,0.12,0
24/07/2013 00:00:00,0.11,0,24.29,0,0,0,195.63,1600,6.62,0.001,0.02,0.36,0.14,0.32,0.03,120.23,30.06,15.03,3.76,0.21,0.05,9.79,1.48,0.09,4.89,0.74,0.05,12.23,1.85,0.12,0
