time,flow,SAL,TEMP,TRACER_1,AGE,SS1,OXY,DIC,PH,CH4,SIL,AMM,NIT,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,GRN,GRN_IN,GRN_IP,DIA,DIA_IN,DIA_IP,CRY,CRY_IN,CRY_IP,ZOO
2013-02-18 00:00:00,0.71,0.01,26.82,0,0,0,231.21,100,7.62,0.001,0.02,0.36,0.14,0.2,0.02,76.15,19.04,9.52,2.38,0.21,0.05,2.33,0.35,0.02,1.16,0.18,0.01,24.73,3.73,0.23,0
2013-02-19 00:00:00,0.58,0.01,26.84,0,0,0,231.38,100,7.62,0.001,0.02,0.36,0.14,0.2,0.02,76.47,19.12,9.56,2.39,0.18,0.05,2.39,0.36,0.02,1.2,0.18,0.01,25.42,3.84,0.24,0
2013-02-20 00:00:00,0.75,0.01,26.85,0,0,0,231.56,100,7.62,0.001,0.02,0.36,0.14,0.21,0.02,76.8,19.2,9.6,2.4,0.15,0.04,2.46,0.37,0.02,1.23,0.19,0.01,26.12,3.94,0.25,0
2013-02-21 00:00:00,21.02,0.01,26.86,0,0,0,231.74,100,7.62,0.001,0.02,0.36,0.14,0.22,0.02,77.13,19.28,9.64,2.41,0.13,0.03,2.52,0.38,0.02,1.26,0.19,0.01,26.82,4.05,0.25,0
2013-02-22 00:00:00,7.21,0.01,26.88,0,0,0,231.92,100,7.62,0.001,0.02,0.36,0.14,0.22,0.02,77.45,19.36,9.68,2.42,0.1,0.03,2.59,0.39,0.02,1.29,0.2,0.01,27.51,4.15,0.26,0
2013-02-23 00:00:00,5.92,0.01,26.89,0,0,0,232.1,100,7.62,0.001,0.02,0.36,0.14,0.23,0.02,77.78,19.44,9.72,2.43,0.08,0.02,2.65,0.4,0.03,1.33,0.2,0.01,28.21,4.26,0.27,0
2013-02-24 00:00:00,3,0.01,26.91,0,0,0,232.28,100,7.61,0.001,0.02,0.36,0.14,0.24,0.02,78.11,19.53,9.76,2.44,0.05,0.01,2.72,0.41,0.03,1.36,0.21,0.01,28.9,4.36,0.27,0
2013-02-25 00:00:00,2.56,0.01,26.92,0,0,0,232.46,100,7.61,0.001,0.02,0.36,0.14,0.24,0.02,78.43,19.61,9.8,2.45,0.03,0.01,2.79,0.42,0.03,1.39,0.21,0.01,29.6,4.47,0.28,0
2013-02-26 00:00:00,2.2,0.01,26.94,0,0,0,232.63,100,7.61,0.001,0.02,0.36,0.14,0.25,0.03,78.76,19.69,9.84,2.46,0,0,2.85,0.43,0.03,1.43,0.22,0.01,30.29,4.57,0.29,0
2013-02-27 00:00:00,1.91,0.01,26.95,0,0,0,232.81,100,7.61,0.001,0.02,0.36,0.14,0.26,0.03,79.09,19.77,9.89,2.47,-0.03,-0.01,2.92,0.44,0.03,1.46,0.22,0.01,30.99,4.68,0.29,0
2013-02-28 00:00:00,1.7,0.01,26.97,0,0,0,231.83,100,7.57,0.001,0.02,0.36,0.14,0.26,0.03,78.11,19.53,9.76,2.44,-0.03,-0.01,2.89,0.44,0.03,1.45,0.22,0.01,30.73,4.64,0.29,0
2013-03-01 00:00:00,1.45,0.01,26.99,0,0,0,230.85,100,7.54,0.001,0.02,0.36,0.14,0.27,0.03,77.13,19.28,9.64,2.41,-0.04,-0.01,2.87,0.43,0.03,1.43,0.22,0.01,30.46,4.6,0.29,0
2013-03-02 00:00:00,1.37,0.01,27.01,0,0,0,229.87,100,7.5,0.001,0.02,0.36,0.14,0.27,0.03,76.15,19.04,9.52,2.38,-0.05,-0.01,2.84,0.43,0.03,1.42,0.21,0.01,30.2,4.56,0.28,0
2013-03-03 00:00:00,1.23,0.01,27.04,0,0,0,228.88,100,7.46,0.001,0.02,0.36,0.14,0.28,0.03,75.17,18.79,9.4,2.35,-0.06,-0.01,2.82,0.43,0.03,1.41,0.21,0.01,29.94,4.52,0.28,0
2013-03-04 00:00:00,5.67,0.01,27.06,0,0,0,227.9,100,7.42,0.001,0.02,0.36,0.14,0.28,0.03,74.19,18.55,9.27,2.32,-0.06,-0.02,2.79,0.42,0.03,1.4,0.21,0.01,29.67,4.48,0.28,0
2013-03-05 00:00:00,7.91,0.01,27.08,0,0,0,226.92,100,7.39,0.001,0.02,0.36,0.14,0.29,0.03,73.21,18.3,9.15,2.29,-0.07,-0.02,2.77,0.42,0.03,1.38,0.21,0.01,29.41,4.44,0.28,0
2013-03-06 00:00:00,1.66,0.01,27.1,0,0,0,225.94,100,7.35,0.001,0.02,0.36,0.14,0.29,0.03,72.23,18.06,9.03,2.26,-0.08,-0.02,2.74,0.41,0.03,1.37,0.21,0.01,29.15,4.4,0.27,0
2013-03-07 00:00:00,1.43,0.01,27.12,0,0,0,224.96,100,7.31,0.001,0.02,0.36,0.14,0.29,0.03,71.25,17.81,8.91,2.23,-0.08,-0.02,2.72,0.41,0.03,1.36,0.21,0.01,28.88,4.36,0.27,0
2013-03-08 00:00:00,1.32,0.01,27.14,0,0,0,223.97,100,7.28,0.001,0.02,0.36,0.14,0.3,0.03,70.27,17.57,8.78,2.2,-0.09,-0.02,2.69,0.41,0.03,1.35,0.2,0.01,28.62,4.32,0.27,0
2013-03-09 00:00:00,1.15,0.01,27.16,0,0,0,222.99,100,7.24,0.001,0.02,0.36,0.14,0.3,0.03,69.29,17.32,8.66,2.17,-0.1,-0.02,2.67,0.4,0.03,1.33,0.2,0.01,28.36,4.28,0.27,0
2013-03-10 00:00:00,3.19,0.01,27.19,0,0,0,222.01,100,7.2,0.001,0.02,0.36,0.14,0.31,0.03,68.31,17.08,8.54,2.13,-0.11,-0.03,2.64,0.4,0.02,1.32,0.2,0.01,28.1,4.24,0.27,0
2013-03-11 00:00:00,1.43,0.01,27.21,0,0,0,221.03,100,7.16,0.001,0.02,0.36,0.14,0.31,0.03,67.33,16.83,8.42,2.1,-0.11,-0.03,2.62,0.4,0.02,1.31,0.2,0.01,27.83,4.2,0.26,0
2013-03-12 00:00:00,1.05,0.01,27.23,0,0,0,220.04,100,7.13,0.001,0.02,0.36,0.14,0.32,0.03,66.35,16.59,8.29,2.07,-0.12,-0.03,2.59,0.39,0.02,1.3,0.2,0.01,27.57,4.16,0.26,0
2013-03-13 00:00:00,0.91,0.01,27.25,0,0,0,219.06,100,7.09,0.001,0.02,0.36,0.14,0.32,0.03,65.37,16.34,8.17,2.04,-0.13,-0.03,2.57,0.39,0.02,1.28,0.19,0.01,27.31,4.12,0.26,0
2013-03-14 00:00:00,3.62,0.01,27.35,0,0,0,219.73,100,7.11,0.001,0.02,0.36,0.14,0.32,0.03,65.86,16.47,8.23,2.06,-0.12,-0.03,2.56,0.39,0.02,1.28,0.19,0.01,27.24,4.11,0.26,0
2013-03-15 00:00:00,0.7,0.01,27.45,0,0,0,220.4,100,7.13,0.001,0.02,0.36,0.14,0.32,0.03,66.35,16.59,8.29,2.07,-0.11,-0.03,2.56,0.39,0.02,1.28,0.19,0.01,27.17,4.1,0.26,0
2013-03-16 00:00:00,0.88,0.01,27.55,0,0,0,221.07,100,7.15,0.001,0.02,0.36,0.14,0.31,0.03,66.84,16.71,8.36,2.09,-0.1,-0.03,2.55,0.39,0.02,1.28,0.19,0.01,27.11,4.09,0.26,0
2013-03-17 00:00:00,0.78,0.01,27.66,0,0,0,221.74,100,7.17,0.001,0.02,0.36,0.14,0.31,0.03,67.33,16.83,8.42,2.1,-0.09,-0.02,2.55,0.38,0.02,1.27,0.19,0.01,27.04,4.08,0.26,0
2013-03-18 00:00:00,0.69,0.01,27.76,0,0,0,222.41,100,7.19,0.001,0.02,0.36,0.14,0.31,0.03,67.82,16.96,8.48,2.12,-0.08,-0.02,2.54,0.38,0.02,1.27,0.19,0.01,26.98,4.07,0.25,0
2013-03-19 00:00:00,0.62,0.01,27.86,0,0,0,223.08,100,7.21,0.001,0.02,0.36,0.14,0.3,0.03,68.31,17.08,8.54,2.13,-0.07,-0.02,2.53,0.38,0.02,1.27,0.19,0.01,26.91,4.06,0.25,0
2013-03-20 00:00:00,0.58,0.01,27.96,0,0,0,223.75,100,7.23,0.001,0.02,0.36,0.14,0.3,0.03,68.8,17.2,8.6,2.15,-0.06,-0.02,2.53,0.38,0.02,1.26,0.19,0.01,26.85,4.05,0.25,0
2013-03-21 00:00:00,0.53,0.01,28.06,0,0,0,224.42,100,7.25,0.001,0.02,0.36,0.14,0.29,0.03,69.29,17.32,8.66,2.17,-0.06,-0.01,2.52,0.38,0.02,1.26,0.19,0.01,26.78,4.04,0.25,0
2013-03-22 00:00:00,0.5,0.01,28.16,0,0,0,225.09,100,7.27,0.001,0.02,0.36,0.14,0.29,0.03,69.78,17.44,8.72,2.18,-0.05,-0.01,2.51,0.38,0.02,1.26,0.19,0.01,26.71,4.03,0.25,0
2013-03-23 00:00:00,0.5,0.01,28.26,0,0,0,225.76,100,7.29,0.001,0.02,0.36,0.14,0.29,0.03,70.27,17.57,8.78,2.2,-0.04,-0.01,2.51,0.38,0.02,1.25,0.19,0.01,26.65,4.02,0.25,0
2013-03-24 00:00:00,0.48,0.01,28.37,0,0,0,226.43,100,7.31,0.001,0.02,0.36,0.14,0.28,0.03,70.76,17.69,8.84,2.21,-0.03,-0.01,2.5,0.38,0.02,1.25,0.19,0.01,26.58,4.01,0.25,0
2013-03-25 00:00:00,0.42,0.01,28.47,0,0,0,227.1,100,7.33,0.001,0.02,0.36,0.14,0.28,0.03,71.25,17.81,8.91,2.23,-0.02,0,2.5,0.38,0.02,1.25,0.19,0.01,26.52,4,0.25,0
2013-03-26 00:00:00,3.25,0.01,28.57,0,0,0,227.77,100,7.35,0.001,0.02,0.36,0.14,0.28,0.03,71.74,17.93,8.97,2.24,-0.01,0,2.49,0.38,0.02,1.24,0.19,0.01,26.45,3.99,0.25,0
2013-03-27 00:00:00,7.02,0.01,28.67,0,0,0,228.44,100,7.37,0.001,0.02,0.36,0.14,0.27,0.03,72.23,18.06,9.03,2.26,0,0,2.48,0.37,0.02,1.24,0.19,0.01,26.39,3.98,0.25,0
2013-03-28 00:00:00,46.7,0.01,28.63,0,0,0,229.24,100,7.37,0.001,0.02,0.36,0.14,0.27,0.03,72.72,18.18,9.09,2.27,0.01,0,2.51,0.38,0.02,1.25,0.19,0.01,26.65,4.02,0.25,0
2013-03-29 00:00:00,24.66,0.01,28.59,0,0,0,230.04,100,7.38,0.001,0.02,0.36,0.14,0.27,0.03,73.21,18.3,9.15,2.29,0.02,0,2.53,0.38,0.02,1.27,0.19,0.01,26.91,4.06,0.25,0
2013-03-30 00:00:00,26.93,0.01,28.55,0,0,0,230.85,100,7.38,0.001,0.02,0.36,0.14,0.26,0.03,73.7,18.42,9.21,2.3,0.03,0.01,2.56,0.39,0.02,1.28,0.19,0.01,27.17,4.1,0.26,0
2013-03-31 00:00:00,9.09,0.01,28.51,0,0,0,231.65,100,7.38,0.001,0.02,0.36,0.14,0.26,0.03,74.19,18.55,9.27,2.32,0.04,0.01,2.58,0.39,0.02,1.29,0.19,0.01,27.44,4.14,0.26,0
2013-04-01 00:00:00,20.26,0.01,28.47,0,0,0,232.46,100,7.38,0.001,0.02,0.36,0.14,0.26,0.03,74.68,18.67,9.33,2.33,0.05,0.01,2.61,0.39,0.02,1.3,0.2,0.01,27.7,4.18,0.26,0
2013-04-02 00:00:00,4.48,0.01,28.43,0,0,0,233.26,100,7.39,0.001,0.02,0.36,0.14,0.25,0.03,75.17,18.79,9.4,2.35,0.06,0.01,2.63,0.4,0.02,1.32,0.2,0.01,27.96,4.22,0.26,0
2013-04-03 00:00:00,3.81,0.01,28.4,0,0,0,234.06,100,7.39,0.001,0.02,0.36,0.14,0.25,0.03,75.66,18.91,9.46,2.36,0.06,0.02,2.66,0.4,0.03,1.33,0.2,0.01,28.23,4.26,0.27,0
2013-04-04 00:00:00,3.31,0.01,28.36,0,0,0,234.87,100,7.39,0.001,0.02,0.36,0.14,0.25,0.02,76.15,19.04,9.52,2.38,0.07,0.02,2.68,0.4,0.03,1.34,0.2,0.01,28.49,4.3,0.27,0
2013-04-05 00:00:00,2.93,0.01,28.32,0,0,0,235.67,100,7.4,0.001,0.02,0.36,0.14,0.24,0.02,76.64,19.16,9.58,2.39,0.08,0.02,2.71,0.41,0.03,1.35,0.2,0.01,28.75,4.34,0.27,0
2013-04-06 00:00:00,2.62,0.01,28.28,0,0,0,236.47,100,7.4,0.001,0.02,0.36,0.14,0.24,0.02,77.13,19.28,9.64,2.41,0.09,0.02,2.73,0.41,0.03,1.37,0.21,0.01,29.02,4.38,0.27,0
2013-04-07 00:00:00,2.28,0.01,28.24,0,0,0,237.28,100,7.4,0.001,0.02,0.36,0.14,0.24,0.02,77.62,19.4,9.7,2.43,0.1,0.03,2.76,0.42,0.03,1.38,0.21,0.01,29.28,4.42,0.28,0
2013-04-08 00:00:00,2.01,0.01,28.2,0,0,0,238.08,100,7.4,0.001,0.02,0.36,0.14,0.23,0.02,78.11,19.53,9.76,2.44,0.11,0.03,2.78,0.42,0.03,1.39,0.21,0.01,29.54,4.46,0.28,0
2013-04-09 00:00:00,1.82,0.01,28.16,0,0,0,238.88,100,7.41,0.001,0.02,0.36,0.14,0.23,0.02,78.6,19.65,9.82,2.46,0.12,0.03,2.81,0.42,0.03,1.4,0.21,0.01,29.81,4.5,0.28,0
2013-04-10 00:00:00,1.62,0.01,28.12,0,0,0,239.69,100,7.41,0.001,0.02,0.36,0.14,0.23,0.02,79.09,19.77,9.89,2.47,0.13,0.03,2.83,0.43,0.03,1.42,0.21,0.01,30.07,4.54,0.28,0
2013-04-11 00:00:00,1.41,0.01,28.17,0,0,0,240.14,100,7.42,0.001,0.02,0.36,0.14,0.22,0.02,79.09,19.77,9.89,2.47,0.13,0.03,2.73,0.41,0.03,1.37,0.21,0.01,29.04,4.38,0.27,0
2013-04-12 00:00:00,1.26,0.01,28.21,0,0,0,240.6,100,7.43,0.001,0.02,0.36,0.14,0.21,0.02,79.09,19.77,9.89,2.47,0.14,0.03,2.64,0.4,0.02,1.32,0.2,0.01,28.02,4.23,0.26,0
2013-04-13 00:00:00,1.17,0.01,28.26,0,0,0,241.06,100,7.44,0.001,0.02,0.36,0.14,0.2,0.02,79.09,19.77,9.89,2.47,0.14,0.04,2.54,0.38,0.02,1.27,0.19,0.01,27,4.07,0.25,0
2013-04-14 00:00:00,1.09,0.01,28.3,0,0,0,241.51,100,7.45,0.001,0.02,0.36,0.14,0.19,0.02,79.09,19.77,9.89,2.47,0.14,0.04,2.44,0.37,0.02,1.22,0.18,0.01,25.97,3.92,0.25,0
2013-04-15 00:00:00,1.03,0.01,28.35,0,0,0,241.97,100,7.46,0.001,0.02,0.36,0.14,0.18,0.02,79.09,19.77,9.89,2.47,0.15,0.04,2.35,0.35,0.02,1.17,0.18,0.01,24.95,3.77,0.24,0
2013-04-16 00:00:00,0.95,0.01,28.39,0,0,0,242.43,100,7.47,0.001,0.02,0.36,0.14,0.17,0.02,79.09,19.77,9.89,2.47,0.15,0.04,2.25,0.34,0.02,1.13,0.17,0.01,23.92,3.61,0.23,0
2013-04-17 00:00:00,0.89,0.01,28.44,0,0,0,242.88,100,7.47,0.001,0.02,0.36,0.14,0.16,0.02,79.09,19.77,9.89,2.47,0.16,0.04,2.16,0.33,0.02,1.08,0.16,0.01,22.9,3.46,0.22,0
2013-04-18 00:00:00,0.83,0.01,28.48,0,0,0,243.34,100,7.48,0.001,0.02,0.36,0.14,0.15,0.01,79.09,19.77,9.89,2.47,0.16,0.04,2.06,0.31,0.02,1.03,0.16,0.01,21.87,3.3,0.21,0
2013-04-19 00:00:00,0.77,0.01,28.53,0,0,0,243.8,100,7.49,0.001,0.02,0.36,0.14,0.14,0.01,79.09,19.77,9.89,2.47,0.16,0.04,1.96,0.3,0.02,0.98,0.15,0.01,20.85,3.15,0.2,0
2013-04-20 00:00:00,0.72,0.01,28.57,0,0,0,244.25,100,7.5,0.001,0.02,0.36,0.14,0.13,0.01,79.09,19.77,9.89,2.47,0.17,0.04,1.87,0.28,0.02,0.93,0.14,0.01,19.83,2.99,0.19,0
2013-04-21 00:00:00,0.73,0.01,28.62,0,0,0,244.71,100,7.51,0.001,0.02,0.36,0.14,0.12,0.01,79.09,19.77,9.89,2.47,0.17,0.04,1.77,0.27,0.02,0.88,0.13,0.01,18.8,2.84,0.18,0
2013-04-22 00:00:00,0.69,0.01,28.66,0,0,0,245.17,100,7.52,0.001,0.02,0.36,0.14,0.11,0.01,79.09,19.77,9.89,2.47,0.18,0.04,1.67,0.25,0.02,0.84,0.13,0.01,17.78,2.68,0.17,0
2013-04-23 00:00:00,0.68,0.01,28.71,0,0,0,245.63,100,7.53,0.001,0.02,0.36,0.14,0.1,0.01,79.09,19.77,9.89,2.47,0.18,0.05,1.58,0.24,0.01,0.79,0.12,0.01,16.75,2.53,0.16,0
2013-04-24 00:00:00,0.62,0.01,28.68,0,0,0,245.1,100,7.5,0.001,0.02,0.36,0.14,0.11,0.01,78.78,19.7,9.85,2.46,0.18,0.05,1.55,0.23,0.01,0.77,0.12,0.01,16.42,2.48,0.15,0
2013-04-25 00:00:00,0.56,0.01,28.66,0,0,0,244.58,100,7.47,0.001,0.02,0.36,0.14,0.13,0.01,78.48,19.62,9.81,2.45,0.18,0.05,1.51,0.23,0.01,0.76,0.11,0.01,16.1,2.43,0.15,0
2013-04-26 00:00:00,0.51,0.01,28.63,0,0,0,244.06,100,7.45,0.001,0.02,0.36,0.14,0.15,0.01,78.17,19.54,9.77,2.44,0.19,0.05,1.48,0.22,0.01,0.74,0.11,0.01,15.77,2.38,0.15,0
2013-04-27 00:00:00,0.5,0.01,28.61,0,0,0,243.54,100,7.42,0.001,0.02,0.36,0.14,0.17,0.02,77.87,19.47,9.73,2.43,0.19,0.05,1.45,0.22,0.01,0.73,0.11,0.01,15.44,2.33,0.15,0
2013-04-28 00:00:00,0.53,0.01,28.58,0,0,0,243.02,100,7.39,0.001,0.02,0.36,0.14,0.18,0.02,77.56,19.39,9.7,2.42,0.19,0.05,1.42,0.21,0.01,0.71,0.11,0.01,15.11,2.28,0.14,0
2013-04-29 00:00:00,0.55,0.01,28.55,0,0,0,242.5,100,7.36,0.001,0.02,0.36,0.14,0.2,0.02,77.26,19.31,9.66,2.41,0.19,0.05,1.39,0.21,0.01,0.7,0.11,0.01,14.78,2.23,0.14,0
2013-04-30 00:00:00,0.47,0.01,28.53,0,0,0,241.98,100,7.33,0.001,0.02,0.36,0.14,0.22,0.02,76.95,19.24,9.62,2.4,0.19,0.05,1.36,0.21,0.01,0.68,0.1,0.01,14.45,2.18,0.14,0
2013-05-01 00:00:00,0.49,0.01,28.5,0,0,0,241.46,100,7.31,0.001,0.02,0.36,0.14,0.23,0.02,76.65,19.16,9.58,2.4,0.19,0.05,1.33,0.2,0.01,0.66,0.1,0.01,14.13,2.13,0.13,0
2013-05-02 00:00:00,0.47,0.01,28.48,0,0,0,240.94,100,7.28,0.001,0.02,0.36,0.14,0.25,0.03,76.34,19.09,9.54,2.39,0.2,0.05,1.3,0.2,0.01,0.65,0.1,0.01,13.8,2.08,0.13,0
2013-05-03 00:00:00,0.45,0.01,28.45,0,0,0,240.42,100,7.25,0.001,0.02,0.36,0.14,0.27,0.03,76.04,19.01,9.5,2.38,0.2,0.05,1.27,0.19,0.01,0.63,0.1,0.01,13.47,2.03,0.13,0
2013-05-04 00:00:00,0.47,0.01,28.42,0,0,0,239.9,100,7.22,0.001,0.02,0.36,0.14,0.29,0.03,75.73,18.93,9.47,2.37,0.2,0.05,1.24,0.19,0.01,0.62,0.09,0.01,13.14,1.98,0.12,0
2013-05-05 00:00:00,0.43,0.01,28.4,0,0,0,239.38,100,7.19,0.001,0.02,0.36,0.14,0.3,0.03,75.43,18.86,9.43,2.36,0.2,0.05,1.21,0.18,0.01,0.6,0.09,0.01,12.81,1.93,0.12,0
2013-05-06 00:00:00,0.43,0.01,28.37,0,0,0,238.85,100,7.17,0.001,0.02,0.36,0.14,0.32,0.03,75.12,18.78,9.39,2.35,0.2,0.05,1.18,0.18,0.01,0.59,0.09,0.01,12.49,1.88,0.12,0
2013-05-07 00:00:00,0.43,0.01,28.35,0,0,0,238.33,100,7.14,0.001,0.02,0.36,0.14,0.34,0.03,74.82,18.7,9.35,2.34,0.2,0.05,1.14,0.17,0.01,0.57,0.09,0.01,12.16,1.84,0.11,0
2013-05-08 00:00:00,0.4,0.01,28.32,0,0,0,237.81,100,7.11,0.001,0.02,0.36,0.14,0.35,0.04,74.51,18.63,9.31,2.33,0.21,0.05,1.11,0.17,0.01,0.56,0.08,0.01,11.83,1.79,0.11,0
2013-05-09 00:00:00,0.4,0.01,28.39,0,0,0,237.79,100,7.12,0.001,0.02,0.36,0.14,0.34,0.03,74.19,18.55,9.27,2.32,0.19,0.05,1.22,0.18,0.01,0.61,0.09,0.01,13,1.96,0.12,0
2013-05-10 00:00:00,0.43,0.01,28.47,0,0,0,237.77,100,7.12,0.001,0.02,0.36,0.14,0.33,0.03,73.86,18.47,9.23,2.31,0.17,0.04,1.33,0.2,0.01,0.67,0.1,0.01,14.17,2.14,0.13,0
2013-05-11 00:00:00,0.38,0.01,28.54,0,0,0,237.75,100,7.13,0.001,0.02,0.36,0.14,0.32,0.03,73.53,18.38,9.19,2.3,0.16,0.04,1.44,0.22,0.01,0.72,0.11,0.01,15.34,2.31,0.14,0
2013-05-12 00:00:00,0.38,0.01,28.62,0,0,0,237.72,100,7.14,0.001,0.02,0.36,0.14,0.31,0.03,73.21,18.3,9.15,2.29,0.14,0.04,1.55,0.23,0.01,0.78,0.12,0.01,16.5,2.49,0.16,0
2013-05-13 00:00:00,0.39,0.01,28.69,0,0,0,237.7,100,7.15,0.001,0.02,0.36,0.14,0.3,0.03,72.88,18.22,9.11,2.28,0.12,0.03,1.66,0.25,0.02,0.83,0.13,0.01,17.67,2.67,0.17,0
2013-05-14 00:00:00,0.34,0.01,28.77,0,0,0,237.68,100,7.15,0.001,0.02,0.36,0.14,0.29,0.03,72.56,18.14,9.07,2.27,0.11,0.03,1.77,0.27,0.02,0.89,0.13,0.01,18.84,2.84,0.18,0
2013-05-15 00:00:00,0.36,0.01,28.84,0,0,0,237.66,100,7.16,0.001,0.02,0.36,0.14,0.27,0.03,72.23,18.06,9.03,2.26,0.09,0.02,1.88,0.28,0.02,0.94,0.14,0.01,20.01,3.02,0.19,0
2013-05-16 00:00:00,0.4,0.01,28.91,0,0,0,237.63,100,7.17,0.001,0.02,0.36,0.14,0.26,0.03,71.9,17.98,8.99,2.25,0.07,0.02,1.99,0.3,0.02,1,0.15,0.01,21.18,3.2,0.2,0
2013-05-17 00:00:00,0.38,0.01,28.99,0,0,0,237.61,100,7.17,0.001,0.02,0.36,0.14,0.25,0.03,71.58,17.89,8.95,2.24,0.06,0.01,2.1,0.32,0.02,1.05,0.16,0.01,22.35,3.37,0.21,0
2013-05-18 00:00:00,0.36,0.01,29.06,0,0,0,237.59,100,7.18,0.001,0.02,0.36,0.14,0.24,0.02,71.25,17.81,8.91,2.23,0.04,0.01,2.21,0.33,0.02,1.11,0.17,0.01,23.52,3.55,0.22,0
2013-05-19 00:00:00,0.37,0.01,29.14,0,0,0,237.57,100,7.19,0.001,0.02,0.36,0.14,0.23,0.02,70.92,17.73,8.87,2.22,0.02,0.01,2.32,0.35,0.02,1.16,0.18,0.01,24.69,3.73,0.23,0
2013-05-20 00:00:00,0.35,0.01,29.21,0,0,0,237.54,100,7.2,0.001,0.02,0.36,0.14,0.22,0.02,70.6,17.65,8.82,2.21,0.01,0,2.43,0.37,0.02,1.22,0.18,0.01,25.85,3.9,0.24,0
2013-05-21 00:00:00,0.34,0.01,29.29,0,0,0,237.52,100,7.2,0.001,0.02,0.36,0.14,0.21,0.02,70.27,17.57,8.78,2.2,-0.01,0,2.54,0.38,0.02,1.27,0.19,0.01,27.02,4.08,0.25,0
2013-05-22 00:00:00,0.33,0.01,29.36,0,0,0,237.5,100,7.21,0.001,0.02,0.36,0.14,0.19,0.02,69.94,17.49,8.74,2.19,-0.03,-0.01,2.65,0.4,0.03,1.33,0.2,0.01,28.19,4.26,0.27,0
2013-05-23 00:00:00,0.33,0.01,29.21,0,0,0,237.5,100,7.21,0.001,0.02,0.36,0.14,0.2,0.02,71.58,17.89,8.95,2.24,-0.01,0,2.64,0.4,0.02,1.32,0.2,0.01,28.09,4.24,0.27,0
2013-05-24 00:00:00,0.33,0.01,29.06,0,0,0,237.5,100,7.21,0.001,0.02,0.36,0.14,0.21,0.02,73.21,18.3,9.15,2.29,0,0,2.63,0.4,0.02,1.32,0.2,0.01,27.99,4.23,0.26,0
2013-05-25 00:00:00,0.28,0.01,28.91,0,0,0,237.5,100,7.21,0.001,0.02,0.36,0.14,0.22,0.02,74.84,18.71,9.36,2.34,0.01,0,2.63,0.4,0.02,1.31,0.2,0.01,27.9,4.21,0.26,0
2013-05-26 00:00:00,0.3,0.01,28.76,0,0,0,237.5,100,7.21,0.001,0.02,0.36,0.14,0.23,0.02,76.47,19.12,9.56,2.39,0.02,0,2.62,0.39,0.02,1.31,0.2,0.01,27.8,4.2,0.26,0
2013-05-27 00:00:00,0.32,0.01,28.61,0,0,0,237.5,100,7.21,0.001,0.02,0.36,0.14,0.24,0.02,78.11,19.53,9.76,2.44,0.03,0.01,2.61,0.39,0.02,1.3,0.2,0.01,27.7,4.18,0.26,0
2013-05-28 00:00:00,0.28,0.01,28.46,0,0,0,237.5,100,7.21,0.001,0.02,0.36,0.14,0.25,0.02,79.74,19.93,9.97,2.49,0.04,0.01,2.6,0.39,0.02,1.3,0.2,0.01,27.6,4.17,0.26,0
2013-05-29 00:00:00,0.34,0.01,28.31,0,0,0,237.5,100,7.21,0.001,0.02,0.36,0.14,0.26,0.03,81.37,20.34,10.17,2.54,0.05,0.01,2.59,0.39,0.02,1.29,0.2,0.01,27.5,4.15,0.26,0
2013-05-30 00:00:00,0.26,0.01,28.17,0,0,0,237.5,100,7.2,0.001,0.02,0.36,0.14,0.27,0.03,83,20.75,10.38,2.59,0.06,0.02,2.58,0.39,0.02,1.29,0.19,0.01,27.4,4.14,0.26,0
2013-05-31 00:00:00,0.26,0.01,28.02,0,0,0,237.5,100,7.2,0.001,0.02,0.36,0.14,0.28,0.03,84.64,21.16,10.58,2.64,0.07,0.02,2.57,0.39,0.02,1.28,0.19,0.01,27.3,4.12,0.26,0
2013-06-01 00:00:00,0.25,0.01,27.87,0,0,0,237.5,100,7.2,0.001,0.02,0.36,0.14,0.29,0.03,86.27,21.57,10.78,2.7,0.08,0.02,2.56,0.39,0.02,1.28,0.19,0.01,27.21,4.11,0.26,0
2013-06-02 00:00:00,0.23,0.01,27.72,0,0,0,237.5,100,7.2,0.001,0.02,0.36,0.14,0.29,0.03,87.9,21.98,10.99,2.75,0.1,0.02,2.55,0.39,0.02,1.28,0.19,0.01,27.11,4.09,0.26,0
2013-06-03 00:00:00,0.22,0.01,27.57,0,0,0,237.5,100,7.2,0.001,0.02,0.36,0.14,0.3,0.03,89.53,22.38,11.19,2.8,0.11,0.03,2.54,0.38,0.02,1.27,0.19,0.01,27.01,4.08,0.25,0
2013-06-04 00:00:00,0.2,0.01,27.42,0,0,0,237.5,100,7.2,0.001,0.02,0.36,0.14,0.31,0.03,91.17,22.79,11.4,2.85,0.12,0.03,2.53,0.38,0.02,1.27,0.19,0.01,26.91,4.06,0.25,0
2013-06-05 00:00:00,0.22,0.01,27.27,0,0,0,237.5,100,7.2,0.001,0.02,0.36,0.14,0.32,0.03,92.8,23.2,11.6,2.9,0.13,0.03,2.52,0.38,0.02,1.26,0.19,0.01,26.81,4.05,0.25,0
